Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
2,66,Yes,6,3,39
2,77,No,7,5,53
6,54,Yes,4,5,39
9,89,Yes,4,4,86
4,56,Yes,5,2,45
2,97,Yes,9,7,73
5,44,Yes,9,2,33
5,97,Yes,7,4,83
9,89,Yes,6,9,91
4,84,No,5,7,69
6,68,No,9,6,56
9,71,Yes,6,5,66
6,66,Yes,7,7,58
4,99,No,7,1,82
7,90,Yes,5,7,78
9,48,No,7,7,49
4,58,Yes,6,4,40
5,42,No,8,8,27
4,40,Yes,8,5,22
5,99,No,5,1,85
8,47,No,5,0,38
6,44,No,9,9,34
2,60,Yes,9,4,35
3,90,Yes,8,2,74
2,73,No,7,8,50
2,76,Yes,8,8,51
9,53,Yes,9,6,49
3,60,Yes,8,1,40
2,71,No,6,7,50
1,72,Yes,5,8,45
3,67,Yes,8,2,49
2,97,Yes,9,7,78
4,99,No,6,2,82
3,66,Yes,6,6,46
6,91,Yes,4,9,80
3,65,No,8,0,41
6,42,Yes,5,3,29
2,46,No,6,5,22
9,54,Yes,7,3,52
9,91,Yes,5,1,89
6,70,No,6,0,60
8,71,No,9,6,67
9,89,No,4,8,87
4,87,Yes,9,2,72
6,40,Yes,9,7,32
3,57,No,6,3,35
2,96,No,4,7,75
9,53,Yes,9,1,48
1,76,Yes,4,9,48
7,69,No,5,4,63
9,94,No,8,0,92
2,78,Yes,4,2,56
9,81,No,7,9,75
8,49,Yes,6,3,42
7,69,No,9,3,57
3,46,Yes,5,0,23
1,81,Yes,4,9,51
4,89,Yes,4,9,72
2,75,No,6,4,50
7,50,Yes,5,0,44
9,88,No,5,6,84
1,61,Yes,7,6,35
9,87,Yes,4,6,86
3,88,No,8,7,69
4,54,Yes,5,9,38
4,85,Yes,7,2,70
8,80,No,8,2,76
5,77,No,6,1,60
1,74,No,4,1,48
6,68,No,6,3,58
9,59,No,7,4,59
3,99,No,9,0,78
5,72,Yes,7,1,58
6,77,Yes,9,9,69
5,86,Yes,5,1,71
6,50,No,5,2,35
7,47,Yes,9,6,41
7,42,No,7,2,32
8,92,No,4,4,83
7,79,No,7,3,69
5,76,No,6,6,61
2,43,Yes,6,1,17
5,93,No,6,4,78
8,66,No,6,8,56
4,62,Yes,9,3,46
1,64,No,7,2,37
9,61,No,5,6,59
5,99,No,8,3,87
6,52,No,6,4,42
6,89,No,4,2,74
6,66,Yes,4,5,53
6,64,Yes,5,1,55
5,84,Yes,5,9,72
2,48,Yes,8,3,23
8,78,No,7,0,74
2,65,No,5,6,38
3,43,Yes,7,7,26
9,67,No,5,5,62
3,69,No,8,2,49
1,42,Yes,9,9,18
7,77,No,8,7,68
4,61,Yes,4,0,40
9,53,No,9,7,52
9,41,Yes,4,9,39
4,75,No,7,1,57
9,43,No,7,4,39
3,57,No,5,4,38
6,60,No,6,1,47
4,42,Yes,9,9,28
1,80,No,7,1,51
7,74,No,8,1,64
8,93,No,7,1,89
6,92,No,8,2,78
6,81,No,9,9,75
7,70,No,7,3,61
6,70,No,9,6,61
2,66,No,6,3,42
7,99,No,8,7,90
8,73,Yes,5,6,70
6,92,Yes,7,9,80
5,49,Yes,7,0,31
5,66,No,6,5,51
2,78,Yes,7,8,54
3,76,Yes,8,1,58
2,70,No,6,2,46
3,85,No,5,0,60
2,61,No,7,8,39
5,63,Yes,6,9,50
6,90,No,6,2,82
6,49,No,5,7,38
1,53,No,6,8,28
8,95,Yes,8,9,90
6,68,Yes,4,8,57
4,60,Yes,6,0,42
8,96,Yes,5,9,91
4,95,No,6,0,78
6,79,No,6,9,70
7,85,Yes,9,7,78
8,92,No,8,8,87
8,46,No,6,0,40
8,66,No,7,5,63
1,80,No,5,2,53
2,93,No,4,2,68
7,47,No,6,6,42
9,41,No,4,5,37
2,56,No,9,1,31
8,45,No,5,3,38
8,81,Yes,5,1,74
4,45,No,8,7,27
7,79,No,5,9,71
2,86,No,6,5,61
2,68,Yes,8,3,45
5,51,No,7,3,37
2,80,No,6,1,55
9,63,Yes,8,3,57
2,86,Yes,4,7,65
6,58,Yes,9,4,49
9,65,Yes,4,7,65
6,47,Yes,7,6,35
2,41,No,8,8,18
9,74,Yes,8,4,75
8,73,No,5,3,66
2,46,No,9,8,23
7,69,No,5,3,57
7,56,No,4,0,46
1,96,No,8,2,74
3,87,Yes,5,9,71
6,58,Yes,5,7,43
4,89,No,7,1,73
7,76,No,6,8,68
8,95,Yes,8,3,89
3,66,Yes,8,0,50
5,79,No,8,0,64
5,75,No,9,6,66
9,54,No,8,1,59
1,78,No,6,0,54
7,82,Yes,6,6,74
9,87,Yes,9,3,84
4,41,Yes,6,1,24
5,46,Yes,7,9,33
6,70,Yes,7,6,61
3,57,No,9,2,36
7,47,No,7,9,38
4,91,Yes,4,3,71
6,93,Yes,5,6,81
5,67,No,8,9,52
1,56,Yes,4,6,29
2,98,Yes,6,3,73
4,54,Yes,9,7,39
4,53,Yes,5,4,33
4,49,No,7,7,32
8,76,Yes,8,1,73
1,54,No,4,1,25
6,56,Yes,7,1,45
9,41,No,6,2,36
3,61,No,6,3,35
4,85,No,4,2,67
5,46,No,4,6,31
6,43,No,6,0,31
3,64,No,5,1,42
6,71,No,5,1,57
1,63,Yes,8,3,37
5,74,No,8,4,62
6,76,Yes,5,8,68
7,43,Yes,7,0,34
3,63,Yes,6,2,39
5,77,No,4,2,63
2,86,No,9,7,62
6,53,No,5,5,43
8,74,No,5,5,67
8,75,No,4,3,68
4,52,Yes,5,0,35
3,83,No,8,0,64
4,90,No,8,1,72
9,42,Yes,7,5,40
3,86,Yes,4,1,67
3,54,No,8,7,35
2,44,No,6,3,17
9,61,No,9,6,64
4,52,No,5,5,31
8,51,Yes,4,9,44
5,50,Yes,8,3,38
7,90,Yes,6,0,81
9,94,Yes,8,5,94
3,77,No,6,2,54
5,89,No,7,0,77
1,98,Yes,4,6,70
7,96,No,4,8,84
5,50,No,4,5,32
5,57,Yes,6,7,45
6,88,Yes,4,1,74
2,62,No,5,1,37
7,44,No,4,8,33
4,97,Yes,9,7,80
4,76,Yes,9,1,57
9,63,Yes,4,9,61
4,70,No,5,4,51
1,45,No,5,0,16
4,96,Yes,4,8,77
3,71,Yes,5,9,50
3,75,No,6,5,55
7,90,Yes,4,8,82
2,83,Yes,4,1,59
8,93,Yes,9,8,91
8,83,Yes,9,6,79
2,47,No,5,3,23
8,53,No,7,1,46
9,77,No,5,4,71
5,54,Yes,8,2,41
2,71,No,7,0,49
9,62,Yes,4,5,58
1,55,Yes,5,7,28
7,69,Yes,4,1,60
1,45,Yes,4,0,20
4,85,Yes,7,2,69
5,85,No,5,9,68
7,46,No,7,8,35
5,82,No,8,5,71
6,92,Yes,6,9,83
7,67,No,9,3,60
7,75,No,6,7,67
1,59,Yes,5,3,34
1,95,No,6,9,69
2,84,No,8,0,59
2,78,Yes,5,3,53
9,63,No,9,5,62
1,84,Yes,8,8,60
5,74,No,4,4,57
2,84,Yes,8,1,59
9,91,Yes,5,3,88
4,74,Yes,5,5,55
4,53,Yes,6,5,37
4,80,No,7,8,64
4,82,No,6,6,66
7,62,No,8,8,54
5,73,No,5,1,57
3,91,Yes,9,8,69
5,86,Yes,6,4,71
6,49,Yes,8,3,37
9,63,Yes,9,6,63
3,50,Yes,8,0,29
3,58,No,8,4,39
7,49,No,5,3,37
1,50,Yes,7,6,26
3,41,Yes,6,1,20
6,88,Yes,6,4,79
7,65,Yes,6,5,62
1,66,Yes,5,9,42
9,67,Yes,5,7,64
7,43,Yes,5,1,32
2,70,Yes,9,9,48
8,56,Yes,7,3,52
6,86,Yes,4,9,73
5,61,Yes,7,0,45
1,93,No,8,3,67
1,76,No,8,5,53
2,60,Yes,9,7,40
2,90,No,9,7,70
8,75,Yes,8,9,72
7,64,Yes,5,8,59
3,85,Yes,9,8,64
1,91,No,8,1,68
2,68,Yes,7,6,46
3,54,Yes,6,6,34
1,89,No,7,1,64
7,75,No,8,1,66
4,80,Yes,5,1,60
1,42,No,5,9,13
9,71,Yes,7,0,68
7,70,Yes,9,3,63
1,67,No,7,3,39
9,91,No,5,8,86
9,58,No,9,1,54
1,49,Yes,5,9,25
8,66,Yes,4,4,64
9,86,No,9,1,82
9,96,Yes,7,4,95
1,67,No,6,8,40
9,53,Yes,6,5,50
1,41,Yes,5,4,18
7,63,No,9,6,54
3,81,No,8,8,65
6,56,No,9,8,47
3,84,Yes,7,0,65
8,44,No,8,2,42
3,74,Yes,8,4,55
8,87,Yes,7,8,81
9,89,No,9,9,91
1,71,No,9,6,44
8,97,No,4,9,89
9,57,Yes,7,8,57
3,70,No,5,4,48
6,69,No,5,6,62
9,45,Yes,8,4,44
2,63,Yes,4,5,41
7,58,Yes,4,5,50
6,96,Yes,9,0,84
6,91,Yes,5,2,80
5,96,No,4,9,80
2,44,Yes,5,9,25
1,80,Yes,4,3,51
6,87,Yes,9,2,78
9,74,Yes,7,9,72
2,66,No,9,2,42
1,66,Yes,7,1,43
8,82,Yes,4,0,70
5,82,No,7,3,68
2,54,Yes,4,7,29
1,48,Yes,6,9,24
7,42,Yes,8,1,29
3,53,Yes,5,1,32
9,65,Yes,9,8,66
1,73,Yes,7,4,46
1,40,No,9,2,11
9,99,No,5,6,97
8,59,No,5,3,54
3,70,Yes,5,2,50
1,50,Yes,5,7,24
2,73,No,6,0,48
8,63,No,9,0,57
7,48,Yes,9,8,41
2,43,No,8,6,21
3,40,No,4,0,17
8,62,No,9,3,57
9,65,Yes,8,2,61
9,63,No,9,5,64
8,85,Yes,5,1,80
4,96,Yes,4,1,80
6,96,No,8,9,88
6,77,No,8,2,62
5,91,Yes,9,1,80
6,84,No,5,6,70
4,72,No,8,4,52
6,87,No,5,2,70
5,41,Yes,9,6,29
6,42,Yes,5,8,29
1,70,Yes,6,9,47
8,57,Yes,7,0,52
9,92,Yes,7,2,89
8,71,No,9,1,65
5,81,No,6,5,67
3,54,Yes,6,7,36
3,54,No,7,6,32
1,87,No,7,5,62
9,92,Yes,9,6,91
6,80,Yes,5,5,67
6,60,Yes,6,8,51
9,83,Yes,6,5,82
9,57,No,9,3,57
3,94,Yes,9,3,74
3,81,No,8,7,62
4,84,Yes,4,5,71
1,50,No,6,6,22
8,73,Yes,4,9,68
7,74,No,8,0,71
9,64,No,4,3,59
1,45,No,6,7,23
2,86,No,7,4,62
5,70,Yes,6,5,54
2,48,Yes,6,2,23
3,55,Yes,6,2,36
9,57,No,5,0,51
3,65,Yes,4,6,44
1,95,No,7,4,72
3,90,Yes,4,5,64
9,83,Yes,4,2,78
3,88,Yes,8,3,68
8,54,No,4,6,47
5,79,Yes,5,8,65
5,72,Yes,9,2,58
7,80,Yes,7,5,72
7,98,No,6,9,90
2,73,No,8,9,52
1,44,No,5,5,17
8,77,No,4,5,69
4,70,Yes,9,2,53
2,63,Yes,7,6,43
6,62,Yes,5,1,48
1,85,Yes,9,7,64
3,56,Yes,5,8,35
9,56,Yes,7,9,55
6,87,Yes,4,2,73
6,65,Yes,8,4,53
6,93,No,9,3,78
5,86,Yes,8,7,77
9,52,Yes,8,0,47
1,76,Yes,6,5,54
6,91,No,6,7,83
1,89,Yes,7,5,67
7,64,Yes,6,8,58
4,70,Yes,6,5,53
7,73,Yes,5,6,63
7,80,No,8,3,74
8,92,No,5,3,84
1,58,No,6,7,34
9,56,Yes,6,6,53
2,80,Yes,7,2,60
4,67,Yes,6,2,51
4,74,Yes,5,0,57
7,99,Yes,6,7,96
3,50,No,9,5,32
8,50,No,8,7,46
6,64,Yes,8,8,56
2,53,No,4,4,28
9,98,Yes,4,5,100
4,81,Yes,6,4,62
7,56,No,9,1,47
1,63,Yes,9,2,39
6,81,Yes,7,9,70
5,45,No,7,2,33
8,63,Yes,5,0,57
3,43,Yes,6,7,23
3,83,Yes,4,1,63
9,58,No,9,1,53
1,78,No,4,2,52
4,98,Yes,4,6,84
6,52,Yes,5,0,37
1,94,No,4,5,67
4,56,Yes,9,9,40
6,86,No,8,5,73
4,89,Yes,4,0,72
3,70,Yes,8,3,48
7,86,No,6,4,76
8,64,Yes,6,1,58
7,77,No,9,0,63
9,73,No,5,5,68
2,56,No,8,9,33
7,47,No,7,6,37
8,57,No,8,5,52
8,67,Yes,4,5,57
9,49,No,8,2,47
7,60,No,7,7,52
5,81,No,5,7,67
4,60,Yes,5,5,41
1,46,No,9,9,23
8,63,No,6,6,55
7,65,Yes,8,7,59
7,41,No,6,9,30
8,58,No,6,1,50
4,63,Yes,5,4,46
2,84,No,8,9,60
8,48,No,9,8,43
8,44,No,8,4,40
6,99,Yes,8,5,87
2,83,Yes,8,7,64
6,83,No,5,0,72
9,58,Yes,5,1,56
1,91,No,5,1,62
5,82,No,9,4,72
4,72,Yes,8,0,56
5,85,Yes,9,5,73
7,41,No,5,1,33
7,64,Yes,7,0,56
5,65,No,4,9,50
3,72,Yes,6,7,53
9,46,Yes,8,3,39
2,52,No,6,0,28
6,49,Yes,7,7,38
3,66,No,8,2,45
3,82,Yes,8,0,60
5,86,Yes,6,8,73
3,92,No,8,8,79
1,88,Yes,4,5,64
1,59,No,8,5,36
5,71,Yes,4,5,54
1,98,Yes,5,5,73
7,42,No,8,2,34
3,72,Yes,9,2,53
9,61,Yes,4,7,57
1,82,Yes,6,6,56
2,72,No,4,1,50
2,67,No,6,4,41
7,75,No,4,1,65
8,71,Yes,8,7,67
3,72,Yes,4,1,50
5,79,No,8,5,65
1,68,No,8,3,45
5,84,Yes,4,3,70
3,74,Yes,9,6,59
7,44,No,5,4,37
4,49,Yes,6,4,28
4,70,Yes,6,8,53
2,76,No,9,5,53
2,82,No,8,0,57
1,72,No,7,8,50
1,40,No,5,6,13
7,65,Yes,8,9,55
9,87,No,4,3,86
5,89,Yes,5,2,76
2,99,Yes,6,6,79
2,71,No,4,8,46
1,54,Yes,7,7,29
5,84,Yes,5,2,69
8,70,Yes,7,3,62
1,57,Yes,9,1,33
6,41,Yes,9,1,33
1,95,Yes,8,1,67
1,62,Yes,8,9,43
7,50,No,5,6,42
8,99,Yes,6,7,91
5,85,No,9,7,73
8,62,No,6,8,53
8,47,No,8,7,39
4,51,No,9,6,30
6,88,Yes,5,7,77
2,67,Yes,4,4,40
6,42,No,5,0,25
9,93,No,8,9,92
4,66,No,8,6,47
2,51,No,6,6,24
5,79,No,4,3,65
9,70,Yes,9,1,69
9,92,No,7,0,85
7,57,No,5,2,46
5,87,Yes,6,8,76
4,91,No,9,9,79
5,42,No,7,7,26
5,40,No,6,0,24
1,40,Yes,7,6,12
2,54,Yes,4,9,30
5,74,Yes,4,6,60
6,60,Yes,9,6,48
3,53,No,6,2,31
7,89,Yes,6,9,82
4,83,Yes,7,2,62
4,55,Yes,9,7,40
2,92,No,9,6,71
2,78,Yes,5,9,56
1,65,Yes,5,0,39
2,49,Yes,6,9,24
6,68,No,7,2,58
6,64,Yes,6,8,53
5,61,Yes,6,2,45
3,60,Yes,5,9,39
1,95,No,8,6,72
3,44,No,8,8,24
8,59,Yes,5,7,58
9,87,Yes,7,3,87
2,74,No,6,2,53
1,82,No,7,6,55
8,83,No,9,9,80
4,85,Yes,5,5,68
1,67,No,8,8,42
6,44,Yes,7,7,34
7,76,No,7,3,64
1,68,No,6,4,39
1,57,No,5,0,30
9,69,Yes,5,6,66
7,82,No,9,2,72
7,56,No,9,2,49
6,98,No,8,2,88
4,68,No,8,8,52
2,77,No,9,3,58
9,85,Yes,4,0,82
8,51,Yes,4,6,40
3,69,Yes,6,2,48
4,86,No,6,8,69
7,62,No,4,2,50
2,62,No,5,0,42
7,55,Yes,9,1,44
4,93,Yes,6,9,75
2,84,Yes,9,1,63
8,85,No,9,2,77
7,79,No,8,3,72
7,56,No,6,0,48
4,44,Yes,6,5,27
5,48,No,5,3,34
7,72,No,8,1,59
9,98,No,4,1,91
4,58,Yes,4,7,39
6,40,Yes,4,9,28
3,56,No,9,3,38
8,42,Yes,7,4,37
7,93,No,6,1,81
3,97,Yes,8,0,75
8,79,Yes,6,8,71
9,48,No,9,8,44
5,66,No,5,5,51
9,98,No,7,6,97
9,82,No,5,8,80
6,86,Yes,7,5,75
9,56,No,6,9,55
3,80,No,5,6,60
9,66,Yes,9,6,65
2,74,Yes,8,3,52
2,61,No,5,6,34
5,93,Yes,4,9,77
6,95,No,8,7,86
9,45,Yes,6,8,42
1,80,No,7,1,56
9,95,No,4,2,90
9,68,No,9,3,64
6,93,No,6,2,79
2,81,Yes,7,6,60
7,40,Yes,8,9,33
1,48,Yes,5,3,18
9,60,No,5,5,57
3,97,Yes,6,5,78
4,86,No,6,5,68
4,48,No,5,1,30
7,61,Yes,8,0,52
9,76,No,9,2,75
1,71,Yes,9,6,51
6,99,No,4,1,84
1,71,Yes,5,2,43
6,95,Yes,4,9,84
7,93,Yes,5,7,83
8,66,No,6,9,61
4,48,Yes,9,6,33
8,91,Yes,7,2,85
4,47,No,6,0,29
9,40,Yes,9,4,37
3,92,Yes,9,7,77
5,89,Yes,5,6,70
1,88,No,8,5,63
8,56,Yes,4,9,46
7,55,No,4,3,43
9,62,Yes,5,3,60
7,67,No,5,2,59
3,53,No,8,8,34
4,59,No,9,6,46
3,52,No,4,1,28
7,79,No,5,8,70
2,62,No,9,7,40
2,58,No,9,7,37
2,59,Yes,6,4,38
8,96,No,8,3,89
5,96,No,8,0,81
5,60,No,9,0,45
7,52,No,9,4,47
2,65,No,9,0,42
8,78,Yes,5,7,72
8,85,Yes,4,7,80
6,56,Yes,6,4,46
9,76,Yes,9,6,75
1,98,No,7,9,74
7,47,No,6,9,38
2,89,No,6,5,68
7,80,Yes,9,7,75
6,70,No,7,4,59
2,54,Yes,6,9,28
5,49,No,9,1,39
8,58,No,5,3,52
1,93,Yes,9,2,66
2,94,No,7,5,70
2,60,No,4,5,35
6,64,Yes,4,4,53
4,60,Yes,8,2,45
8,75,No,9,7,67
9,50,No,5,8,45
8,64,No,5,7,58
5,74,No,9,4,58
1,74,No,8,3,46
9,85,No,8,7,82
4,99,No,9,3,85
9,55,No,4,4,49
9,84,No,4,3,77
9,85,No,7,9,88
5,95,No,9,5,83
8,85,No,6,7,79
7,59,Yes,5,4,53
3,67,No,7,9,48
3,52,Yes,4,7,32
2,64,No,8,0,40
8,47,Yes,8,6,42
8,44,No,4,2,36
6,63,No,5,5,49
5,68,Yes,5,3,56
8,58,Yes,5,3,51
7,42,Yes,7,5,34
9,48,No,4,3,42
2,63,No,6,4,40
5,62,No,7,4,45
9,94,Yes,7,5,93
2,60,No,8,2,40
7,42,Yes,6,8,35
7,60,No,7,2,52
4,63,No,9,3,45
2,40,Yes,4,2,11
9,45,No,7,9,40
1,53,Yes,6,1,24
1,69,No,8,5,42
4,49,No,4,8,31
4,50,No,6,3,31
1,46,No,7,2,20
1,77,Yes,6,6,52
6,99,Yes,8,7,90
8,94,Yes,5,8,85
2,76,No,6,9,57
7,77,No,5,2,69
8,85,Yes,6,9,81
1,67,Yes,7,7,41
8,71,No,9,4,68
1,53,Yes,8,6,29
1,60,No,5,2,33
6,93,Yes,8,0,86
6,42,No,8,1,30
6,40,No,6,5,29
4,61,No,5,3,41
8,87,No,8,6,81
4,62,No,8,1,45
7,60,Yes,9,3,52
1,68,No,9,7,47
4,86,No,4,5,66
3,70,Yes,8,1,47
1,61,Yes,6,7,35
4,75,Yes,8,9,59
5,70,Yes,5,3,58
3,43,Yes,4,0,20
9,74,No,9,9,73
7,62,Yes,8,0,53
2,90,Yes,9,9,70
4,82,No,8,8,64
4,93,No,4,9,75
7,76,Yes,8,2,70
4,94,No,8,6,79
4,96,Yes,6,1,81
3,66,Yes,4,4,43
6,74,No,4,6,61
4,83,No,7,8,64
1,62,No,5,6,36
5,87,Yes,8,0,72
5,99,No,7,5,89
2,57,Yes,6,0,30
9,81,Yes,9,5,78
1,88,Yes,6,1,63
1,44,No,8,8,21
6,61,Yes,6,1,47
2,88,Yes,4,6,64
1,71,No,4,4,44
7,65,No,7,4,51
1,92,Yes,6,7,67
3,58,No,5,8,40
3,88,Yes,4,4,68
2,45,No,5,2,20
7,64,No,8,7,58
8,98,No,6,7,94
6,45,No,9,8,32
5,51,Yes,7,6,37
1,74,Yes,7,0,51
6,82,No,7,5,70
8,81,Yes,9,4,75
3,95,Yes,4,4,78
7,88,Yes,7,5,81
3,87,No,6,8,63
2,52,Yes,8,1,27
9,48,Yes,5,4,47
3,64,No,7,1,43
6,49,Yes,8,9,41
8,87,Yes,4,9,85
4,62,Yes,4,6,41
4,56,Yes,5,9,42
3,94,No,4,6,75
1,52,Yes,6,3,26
1,96,Yes,5,6,72
4,58,Yes,7,1,40
3,89,Yes,4,1,68
9,44,No,5,7,43
7,92,No,8,1,85
7,65,Yes,6,7,56
2,63,Yes,6,9,42
7,46,No,9,8,39
5,84,Yes,9,5,71
1,99,No,7,5,76
9,57,No,4,1,53
5,98,Yes,8,7,87
6,41,Yes,6,0,28
3,89,No,9,7,72
6,48,No,8,2,36
3,40,No,8,2,20
2,70,No,6,9,48
6,88,Yes,4,1,72
6,79,No,5,2,65
8,52,No,6,1,44
4,87,Yes,7,5,70
2,81,No,6,1,59
4,84,Yes,6,9,64
5,41,No,5,0,25
1,72,Yes,5,7,47
4,71,Yes,6,5,56
3,55,No,4,8,36
2,69,No,5,4,45
7,53,Yes,9,5,47
9,57,No,6,0,53
4,63,No,4,8,45
9,90,No,8,6,88
6,82,No,4,6,63
4,69,Yes,5,1,50
4,52,No,9,5,38
2,42,No,8,5,21
9,40,No,4,0,34
9,80,Yes,5,7,76
7,89,Yes,9,0,81
5,44,No,9,6,29
4,61,No,6,6,42
7,61,No,8,6,52
8,78,No,6,8,73
2,98,No,9,8,79
2,46,Yes,7,9,23
9,55,No,7,3,50
6,61,No,5,3,49
2,98,No,8,8,78
3,47,Yes,6,9,30
5,75,Yes,5,8,60
4,96,Yes,6,9,81
4,94,Yes,8,1,78
6,40,Yes,6,2,29
8,43,No,7,5,32
2,86,Yes,7,7,66
2,81,No,4,9,62
8,75,Yes,8,7,68
6,98,Yes,6,2,87
6,48,No,7,4,38
8,67,Yes,5,4,61
8,92,Yes,7,7,89
7,61,No,8,3,52
8,91,No,8,9,87
7,62,Yes,7,9,54
5,74,No,5,7,57
3,86,Yes,7,6,65
4,78,No,4,6,62
9,88,No,9,6,84
1,76,Yes,9,7,53
4,89,No,6,7,71
7,93,Yes,8,6,86
4,52,Yes,7,0,32
7,42,No,7,3,37
1,44,Yes,4,9,16
1,63,Yes,7,8,34
1,51,No,8,0,23
3,71,No,4,0,48
1,72,Yes,7,1,47
3,97,No,9,0,75
8,61,Yes,4,2,51
2,66,Yes,6,3,41
3,51,Yes,9,2,32
6,58,Yes,7,8,46
7,41,Yes,5,6,32
8,99,No,5,8,96
5,91,Yes,8,1,78
2,57,No,5,9,35
9,54,Yes,8,6,52
7,71,No,8,6,63
5,55,Yes,9,1,39
7,90,No,8,8,84
1,68,No,4,4,40
6,60,Yes,4,3,49
1,90,No,4,6,63
1,54,No,4,8,27
5,70,No,4,4,57
3,69,No,7,8,48
4,47,No,6,0,27
6,82,Yes,9,3,71
5,46,No,6,3,29
3,84,No,9,3,65
3,67,No,4,1,43
5,68,Yes,7,1,54
1,48,Yes,9,1,25
4,93,Yes,6,5,72
4,71,Yes,4,2,52
2,57,No,9,6,35
3,50,No,8,4,30
1,44,No,9,1,16
4,41,No,4,9,23
5,52,No,8,9,39
1,73,Yes,9,1,50
5,88,No,4,8,73
2,64,No,6,9,42
4,54,No,8,9,38
1,51,Yes,6,6,24
3,71,Yes,4,5,50
9,90,No,7,3,91
1,54,Yes,4,8,30
4,99,No,4,9,83
5,92,No,5,2,77
7,79,No,5,4,69
2,68,Yes,7,2,46
1,44,Yes,5,7,17
7,45,Yes,7,2,34
9,73,No,7,0,72
3,90,No,9,5,73
7,69,Yes,5,7,61
8,98,No,6,7,92
5,43,No,6,0,30
4,95,No,9,6,79
8,69,Yes,7,7,62
1,54,No,9,6,24
2,95,Yes,7,5,72
8,65,No,4,4,55
4,98,No,6,6,78
9,57,No,5,3,51
6,83,Yes,4,7,71
2,96,No,5,7,74
8,69,No,9,5,64
9,84,No,9,3,83
3,45,No,8,9,23
1,98,No,9,1,69
7,87,Yes,5,4,74
4,81,No,4,6,66
1,88,Yes,8,5,62
9,71,Yes,9,5,69
1,78,Yes,5,9,52
1,93,No,7,7,68
8,74,No,7,7,68
2,52,No,5,4,24
4,45,No,6,6,27
8,96,Yes,6,4,90
5,65,Yes,6,9,51
3,82,Yes,8,6,63
9,53,No,7,9,52
2,52,Yes,8,8,33
5,62,No,6,9,48
4,63,Yes,5,9,49
4,83,No,5,7,66
3,54,No,4,6,34
8,45,Yes,4,6,42
7,49,No,7,7,39
9,58,Yes,7,3,51
4,70,Yes,8,4,55
7,46,Yes,8,0,36
2,54,Yes,4,1,31
3,83,No,6,3,67
8,79,No,8,5,77
2,99,Yes,8,1,77
5,69,Yes,7,8,57
7,72,Yes,6,9,65
4,53,Yes,8,1,37
5,62,Yes,7,0,45
9,84,No,9,9,79
7,43,No,7,2,31
3,69,Yes,7,8,52
1,71,Yes,5,6,45
2,90,Yes,7,0,67
5,88,No,7,3,77
5,56,Yes,5,8,42
7,58,Yes,4,1,47
8,97,No,8,1,91
7,78,No,4,1,64
5,65,No,8,4,52
5,97,Yes,5,6,86
9,68,Yes,4,8,67
6,73,Yes,7,9,64
2,97,No,9,6,75
8,57,No,9,3,53
1,92,Yes,9,7,69
2,76,Yes,9,8,58
5,66,Yes,8,6,50
8,53,Yes,8,0,49
3,75,No,4,5,54
6,60,No,4,8,48
6,85,No,8,8,78
6,95,No,5,6,80
2,73,Yes,6,6,48
3,79,No,6,9,56
8,95,Yes,7,3,92
9,44,Yes,4,4,43
3,70,Yes,7,1,46
5,94,No,8,8,81
5,40,Yes,6,9,27
6,74,No,6,6,61
4,64,Yes,7,2,48
4,97,Yes,5,5,80
1,91,No,6,1,63
5,99,Yes,6,0,82
9,82,No,9,5,80
9,71,No,5,2,64
1,83,No,7,2,58
6,96,No,5,7,85
1,83,No,7,5,59
2,51,Yes,5,1,29
6,86,No,9,5,74
4,44,Yes,6,9,28
9,41,Yes,8,1,36
3,79,No,6,0,58
4,86,No,8,9,68
6,66,Yes,5,9,59
9,58,No,6,2,57
9,57,No,8,6,54
3,49,Yes,4,0,30
3,83,No,4,5,62
7,84,No,7,0,74
9,51,No,9,3,50
6,95,Yes,6,7,81
1,57,Yes,6,6,32
2,87,No,6,9,60
3,94,No,7,9,70
3,53,No,6,2,31
4,94,No,5,9,75
8,55,No,8,3,49
3,98,No,9,0,80
5,72,Yes,5,0,56
6,57,Yes,9,0,43
1,58,Yes,7,1,34
9,83,No,7,5,80
9,58,Yes,6,2,55
4,42,Yes,7,0,23
6,61,Yes,7,2,51
9,68,Yes,7,7,63
9,57,Yes,5,4,54
5,76,No,4,8,61
3,97,Yes,4,1,76
6,68,No,9,9,57
7,52,Yes,6,9,48
8,72,Yes,4,2,65
7,67,No,9,9,60
3,90,Yes,9,9,75
2,63,Yes,7,5,40
4,53,No,8,3,37
7,97,No,9,5,90
9,78,Yes,6,0,73
4,62,No,7,1,41
4,77,No,7,1,58
7,60,No,4,0,49
4,85,Yes,7,1,69
6,68,Yes,8,7,54
7,83,No,9,7,75
4,74,No,9,0,60
7,57,Yes,4,3,47
1,90,No,4,6,61
7,43,No,9,0,32
4,90,No,7,3,75
5,54,Yes,5,1,35
9,64,No,7,5,63
5,48,Yes,8,6,35
7,47,No,8,8,41
6,98,No,5,1,88
7,50,Yes,7,2,42
3,54,No,8,4,39
5,42,Yes,6,3,27
9,84,Yes,5,3,80
7,57,Yes,8,6,50
8,70,No,4,0,64
9,56,No,4,9,53
7,65,No,4,1,53
